"Week_Number" "month" "day" "year" "ARRefillVol1" "ARRefillVol2" "BRRunoffAprJuly" "BRRefillCurve" "DallesJanJul" "DallesRunoffAprAug" "DallesRunoffAprSep" "ModDallesRunoffAprSep" "DARunoffJanApr" "DURefillVol" "DURefillVol1" "DURunoffAprAug" "DWRefillVol1" "DWRefillVol2" "DWRunoffAprJuly" "DWSumRunoffMarJun" "GCRefillVol1" "GCRefillVol2" "GCRunoffJanApr" "HHInQAprAug" "HHRefillVol" "HHRefillVol1" "HHSumAprAug" "HHSumAprJul" "HHSumMaySept" "LBRefillVol2" "LBRefillVol1" "LBSumAprAug" "LBSumMayAug" "MIRefillVol1" "MIRefillVol2" "MISumRunoffAprilAug" "MISumRunoffMayAug" "PriVICMI" "PriVICREV" "PriVICAR" "PriVICDU" "PriVICLB" "PriVICBONF" "PriVICCL" "PriVICCOL" "PriVICHH" "PriVICKE" "PriVICNOX" "PriVICCB" "PriVICAF" "PriVICBD" "PriVICGC" "PriVICCJ" "PriVICWE" "PriVICRR" "PriVICRI" "PriVICWA" "PriVICPR" "PriVICPAL" "PriVICMIL" "PriVICBR" "PriVICOX" "PriVICHC" "PriVICDW" "PriVICLG" "PriVICLIG" "PriVICLM" "PriVICIH" "PriVICMCN" "PriVICJD" "PriVICDA" "PriVICBON" "DemVICAF" "DemVICAR" "DemVICBONF" "DemVICBON" "DemVICBD" "DemVICBR" "DemVICCB" "DemVICCJ" "DemVICCOL" "DemVICCL" "DemVICDA" "DemVICDU" "DemVICDW" "DemVICKE" "DemVICHH" "DemVICGC" "DemVICHC" "DemVICIH" "DemVICJD" "DemVICLB" "DemVICLIG" "DemVICLG" "DemVICLM" "DemVICMCN" "DemVICMI" "DemVICMIL" "DemVICNOX" "DemVICOX" "DemVICPAL" "DemVICPR" "DemVICREV" "DemVICRI" "DemVICRR" "DemVICWA" "DemVICWE" "RetVICWA" "RetVICPR" "RetVICMCN" "IflowCJ" "IflowDA" "IflowJD" "IflowMCN" "IflowPR" "IflowRR" "IflowRI" "IflowWA" "IflowWE" "CurtVICCJ" "CurtVICDA" "CurtVICJD" "CurtVICMCN" "CurtVICPR" "CurtVICRR" "CurtVICRI" "CurtVICWA" "CurtVICWE"
11 10 14 1979 0 227340 3029431.28477143 0 101918481.6708 92566481.3231143 98099053.5507428 98099053.5507428 36008694.0334286 227340 348400 2135341.86891429 1754438.906 1934850.80493189 2734108.25682857 2830068.60454286 3921842 4101970.33525246 18783371.2880571 2343594.46808571 2048613.98935276 2772969.178 2343594.46808571 2274750.15827143 1841119.66761429 900295.5 3956000 7593972.26515714 6609025.97357143 14587761.31 17187771.2935356 12486617.1057857 11637665.5492286 158116.391871429 216416.567571429 256558.062342857 22056.2022857143 48349.0995428571 51639.6786428571 102331.257942857 23168.9297571429 7947.77001428571 26451.5749714286 62643.9781285714 74138.1950571429 99657.5384571429 95097.5376428571 513988.852114286 516446.373214286 531867.863571429 537124.062857143 543736.9566 543627.865671429 506007.363085714 35957.1938613511 111377.419061786 121860.517628571 121860.517628571 125355.394285714 20925.6235714286 221323.675885714 217684.005814286 219586.154914286 227952.4374 743702.612142857 699193.513285714 762127.078242857 825903.618557143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36985.9671158741 117298.365574925 216984.357649013 0 0 0 0 0 0 0 0 0 47.5812752163464 9.93443725965468 137.808373310708 98.6591732129376 0 137.201404905456 403.145603923171 1.76296943276832 246.710985033685
12 10 21 1979 0 227340 2447431.18084286 0 111044532.887229 97843560.6125571 103737267.450129 103737267.450129 34830327.5420143 227340 360600 2394460.59287143 1756025.674 1931939.25742623 2456868.5379 2696168.41534286 3921842 4199597.64376752 17115259.9158 2657155.51581429 2058071.19479417 2761663.456 2657155.51581429 2583927.73414286 2434818.28602857 900295.5 3954000 8386664.63811429 7679890.29702857 14658531.72 17165527.6042215 13505633.4861 12859031.7177429 116598.367928571 167956.393628571 217763.344671429 15853.8871285714 45157.6940142857 50983.1496 101589.439628571 29533.8895714286 11470.4152714286 32088.6007714286 77274.0633857143 88270.4289857143 116786.797714286 120547.459542857 514153.480242857 514704.8853 533057.946428571 538246.707685714 547811.006914286 546902.577 541301.253685714 52517.8452261657 139971.025492876 144751.761385714 144751.761385714 154679.035885714 24856.8639428571 289876.4154 289565.010385714 292734.597728571 302314.764728571 907456.029814286 874090.073442857 941000.498614286 1034152.25078571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36985.9671158741 117298.365574925 216984.357649013 0 0 0 0 0 0 0 0 0 8.49007822393477 0 178.311329683269 27.3284765213436 0 141.0300365303 29.6794361889382 0 61.9014326907387
13 10 28 1979 0 227340 1618258.80137143 0 71030474.1716143 58822257.1155429 62267122.5240857 62267122.5240857 28481880.1273714 227340 372800 1860591.40662857 1757612.442 1920318.28687771 1343865.36394286 1671592.36461429 3921842 4231748.57695402 14031372.4229571 1327360.89818571 2061645.42397844 2750357.734 1327360.89818571 1275167.83101429 1082703.66441429 900295.5 3952000 4483524.10641429 3917780.53431429 14729302.13 17116344.4059646 11065457.8437429 10300557.8724429 89658.8589857143 142528.289914286 191736.232585714 13791.0768428571 50499.1825714286 59916.7049142857 98796.7118571429 22684.9627285714 5587.43901428571 27877.6909285714 74774.8893857143 95740.1823857143 106034.3991 108906.465728571 448677.104914286 441274.789542857 462759.752057143 473159.092757143 490980.583542857 492981.906214286 477611.986114286 68454.9554491171 194979.656388678 161299.863514286 161299.863514286 165145.814614286 16147.4409 289463.853342857 291778.5645 294797.408014286 290352.448542857 885453.381257143 864720.154414286 935577.687728571 1018238.85951429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36985.9671158741 117298.365574925 216984.357649013 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59.2811457911315 0 0
14 11 4 1979 0 227340 5437456.83874286 0 87470703.2230714 80364847.4087143 84913590.0391714 84913590.0391714 27464591.3506714 227340 385000 1613238.63518571 1759199.21 1906571.03495776 2167482.03994286 2466914.82068571 3921842 4203945.11926909 10383117.8871857 1851245.28925714 2067304.28163414 2739052.012 1851245.28925714 1746613.20445714 1723073.36554286 900295.5 3950000 5537253.2202 5201770.84624286 14800072.54 17034172.1109078 9023037.64431429 8682455.76531428 56669.7621857143 101391.092485714 124885.311557143 9167.60494285714 38074.7175428571 46998.3555 71950.4260714286 24065.4588428571 7672.06748571429 22264.4667857143 63407.6146285714 97305.1413428571 95708.4468428571 103404.315985714 388722.714042857 356693.617414286 374011.306457143 380201.720785714 391160.400428571 391672.136057143 384997.7547 44046.2804508774 128885.852184197 168136.889528571 168136.889528571 163360.690328571 14021.1595285714 274750.462285714 275028.148285714 278048.975271429 275831.454214286 700439.133342857 669213.342642857 739291.371685714 802512.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23952.823364903 55795.9760396619 128499.823171244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
15 11 11 1979 0 227340 2406560.76032143 0 73500927.5053286 64087090.4523857 67255906.2248571 67255906.2248571 26564031.8510143 227340 393750 1895197.03264286 1765248.763 1890251.22059496 1362140.07795 1536995.97694286 3921842 4125293.38804129 13889913.2241429 1512339.44361429 2070118.84126126 2724671.927 1512339.44361429 1487167.20771429 1134859.04562857 900295.5 3937500 5106986.69708571 4390717.47827143 14832304.02 16952557.1713223 10303505.3109857 9572338.23827143 57227.1176571429 99334.2326142857 111570.267857143 8171.90228571429 40540.1725285714 44955.3799285714 67959.6815571429 19457.8547142857 4827.76945714286 18840.9951 57108.1093714286 89952.4127571429 88782.1646142857 96105.1411285714 337874.4405 301989.475414286 315711.130757143 320404.024157143 328798.075242857 329042.042228571 354396.7575 40686.3159318121 101058.074256967 177181.519242857 177181.519242857 172613.584542857 11448.5970857143 270908.478128571 271447.982357143 274593.768042857 283473.769628571 681058.634014286 649902.264814286 711334.3419 767924.765228571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23952.823364903 55795.9760396619 128499.823171244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 11 18 1979 0 227340 5675645.97218571 0 104904304.352743 85473547.8251143 90301713.9765429 90301713.9765429 39571449.0498 227340 402500 1952852.58012857 1771298.316 1871789.25708929 1728391.05244286 2071747.80797143 3921842 4043392.7306135 17312371.3559571 1680022.11818571 2074367.45073125 2710291.842 1680022.11818571 1618609.87581429 1503100.4337 900295.5 3925000 6354205.4322 5924708.496 14864535.5 16863345.5361654 10825170.1975286 10302438.2033571 49630.4220857143 91037.3716285714 100230.7617 8205.6213 40137.5278285714 42269.7596142857 62814.5566714286 20548.764 6261.8193 18892.5653571429 52934.8854857143 84906.4614428571 86233.4038285714 90801.3385285714 334625.5143 299196.747642857 311797.741628571 316704.849942857 324819.231557143 325315.099414286 361168.328957143 37325.326865831 84442.4168441613 168099.203571429 168099.203571429 162769.615842857 9306.44794285714 266550.7914 267034.758428571 271507.4865 275434.759928571 689050.0404 658927.059814286 716876.161071429 776281.130357143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23952.823364903 55795.9760396619 128499.823171244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
17 11 25 1979 0 227340 8894564.23294286 0 138094943.668071 108113640.463029 114314987.686114 114314987.686114 58207430.5594714 227340 411250 2354922.07341429 1777347.869 1846460.51549792 2994754.25378571 3405551.02135714 3921842 3921900 24295196.4045429 2464318.45658571 2077112.58885837 2695911.757 2464318.45658571 2390555.13762857 2109334.59154286 900295.5 3912500 8308210.40922857 7360965.94255714 14896766.98 16776151.0914514 12390444.5266286 11652396.7915286 51647.6125285714 92074.7271857143 122471.426828571 7707.76997142857 41093.5610571429 39363.9739714286 56463.4811571429 14955.3745714286 4758.34795714286 15705.1267714286 43854.5532857143 70702.8225428571 74995.0547142857 80346.4606285714 295033.441114286 255112.111671429 266173.931828571 270087.320957143 276662.528742857 277007.652771429 304631.459357143 35183.208453102 85662.0682842685 161837.384271429 161837.384271429 157485.647957143 2439.66985714286 245817.564557143 246263.845628571 250621.532357143 253709.797371429 610597.794985714 591229.196485714 653926.728342857 708841.118314286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23952.823364903 55795.9760396619 128499.823171244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
18 12 2 1979 0 227340 11491090.9776 0 155479802.970857 132077856.973757 139156092.948471 139156092.948471 53700249.5893286 227340 420000 2466889.03555714 1783397.422 1853569.4656494 4600116.52392857 5013257.75472857 3921842 3921900 21276029.5844143 3134918.24575714 2088944.00959978 2681531.672 3134918.24575714 3029107.97892857 2895310.93024286 900295.5 3900000 7851107.51768571 7180593.01778571 14928998.46 16571720.5437662 12874435.3568571 12433360.8979286 73253.5668 114722.003957143 175957.717371429 12297.5228571429 47736.2068714286 52980.5053285714 89283.9828857143 28853.5588714286 13844.6305714286 35932.5684 72664.4757857143 77968.2783857143 112996.383814286 105669.440357143 466601.736214286 409422.221871429 420297.595714286 426265.861242857 441818.260714286 440723.384485714 478764.383014286 33551.0101375467 76668.0708261737 141488.950885714 141488.950885714 139761.347271429 34877.3616 303006.996257143 299998.0701 312825.179828571 313033.444328571 749266.2495 765889.723542857 839480.480485714 948724.136357143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23952.823364903 55795.9760396619 128499.823171244 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
19 12 9 1979 342500 227340 8030292.34307143 0 104314552.842471 89483329.6981714 93900036.6025714 93900036.6025714 35538105.5196429 227340 425500 2097786.82088571 1781562.7215 1851832.13322945 1982876.38714286 2307050.99048571 3921842 3921900 15418782.9186429 1626232.35651429 2098823.69445548 2655449.173 1626232.35651429 1564534.49425714 1387301.40475714 900295.5 3875000 5857599.72368571 5301382.76485714 14937081.1225 16376086.6918667 11296048.2981429 10676707.3611 82050.2625857143 123691.261757143 217027.476771429 16643.3087571429 57857.8615714286 63826.1271 109180.184785714 28647.2778428571 11892.8946857143 37808.9323714286 78916.3777285714 84583.1556 123219.195557143 124813.906585714 491248.352185714 440225.533157143 455115.453171429 477655.622485714 514657.281985714 514538.2737 567306.547585714 42491.2187165718 86395.609149813 154078.044042857 154078.044042857 153086.308328571 26031.0790285714 301608.6489 302467.492028571 313648.320471429 311236.419214286 889039.4976 912833.220857143 989762.160214286 1068438.5379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27475.2923197757 66574.7379359261 138080.949644558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
20 12 16 1979 685000 227340 8253817.67224286 0 124501579.257214 110728742.417614 115540041.128014 115540041.128014 41868007.4764286 227340 431000 2403624.23087143 1779728.021 1856642.23999522 3070554.5979 3229690.49408571 3921842 3921900 17180829.5142857 2114640.37761429 2107951.64363975 2629366.674 2114640.37761429 2023597.05557143 1908932.57228571 900295.5 3850000 7139326.89471429 6582661.67134286 14945163.785 16177997.3023387 12616607.8728 12093191.5809857 79594.7249571429 117264.814328571 218544.832414286 15935.2094571429 59813.5644 82137.5353285714 149537.877942857 30003.9723 11141.1590142857 37933.8910714286 75447.2862 81258.8574857143 152048.952771429 151459.861757143 567736.960885714 524909.8458 547253.651442857 581333.657528571 682145.576357143 681804.419271429 730431.204814286 38577.1154821548 79935.2033467933 172760.361428571 172760.361428571 171298.542985714 32578.5182142857 323587.4958 322441.049314286 332949.480942857 324077.413242857 1070981.34827143 1082465.64784286 1149088.46965714 1234954.93127143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27475.2923197757 66574.7379359261 138080.949644558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
21 12 23 1979 1027500 227340 4571594.20478571 0 98890311.8738571 82514757.8752714 87145761.0162857 87145761.0162857 42968778.5820857 227340 436500 1930312.41081429 1777893.3205 1854115.4859467 2709790.89711429 2969125.81945714 3921842 3921900 19876533.7973143 1938615.22221429 2113963.55920973 2603284.175 1938615.22221429 1901042.32294286 1413606.20284286 900295.5 3825000 5309369.21256429 4412405.74660714 14953246.4475 15962582.2898821 9884262.92207143 9267583.80368571 62269.1020285714 97251.5876142857 150858.869914286 12339.1757571429 50025.1329 70889.2688571429 120593.079385714 25511.4095142857 8025.1254 34708.7665285714 70839.6820714286 77043.9807 125008.286785714 132856.883228571 497920.750071429 458366.362842857 485873.144614286 508012.6527 556137.619971429 557526.049971429 631172.344114286 40816.1648175333 76439.9281559685 168031.765542857 168031.765542857 166700.856214286 25241.6574 297124.02 298399.392128571 308481.3774 298115.755714286 1001224.6416 1023155.88518571 1088273.25218571 1158956.24001429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27475.2923197757 66574.7379359261 138080.949644558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
22 12 30 1979 1370000 227340 2718714.53507143 0 58740460.7373 52788566.7819 56673080.5334143 56673080.5334143 19256873.5213714 227340 442000 1560030.03064286 1776058.62 1849716.33486961 1504611.83892857 1592985.40842857 3921842 3966457.84084208 7828486.02604286 1276861.71561429 2118797.29275114 2577201.676 1276861.71561429 1249864.686 1112961.52105714 900295.5 3800000 3199351.31511429 2900047.46001429 14961329.11 15735577.8538683 8852457.11798571 8416861.00714286 50679.6784714286 85211.9160428571 122802.666557143 13090.9114285714 40091.9079857143 54817.1998714286 90259.8508285714 21300.4996714286 6846.94337142857 30595.0467857143 61646.292 66632.7391714286 109277.374885714 108440.349942857 462973.966971429 388210.978414286 409100.8995 424923.051085714 453542.560328571 454123.717457143 547856.626757143 37383.7546994056 79775.8844649943 179829.4536 179829.4536 181451.933228571 23369.2603714286 301959.723342857 301967.657228571 313414.270842857 314160.0561 924761.818028571 937333.059942857 1011631.91618571 1066042.50441429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27475.2923197757 66574.7379359261 138080.949644558 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
23 1 6 1980 1684000 227340 3397644.90424286 0 105246891.521357 93053611.9886143 98024193.3720857 98024193.3720857 31959552.1533429 227340 446200 2266625.8593 1779549.5096 1839196.19096394 3522175.17441429 3719586.11875714 3921842 3921900 15151200.7221 2206044.69145714 2123591.35686398 2555224.9392 2206044.69145714 2141589.80391429 1983961.34601429 900295.5 3780000 7063921.26141429 6546969.10298571 14959186.956 15505647.7974974 11556973.9645714 11151726.9500571 47754.0581142857 74403.9802285714 102745.803471429 8100.49731428571 28803.9720857143 64895.2182 80401.9978285714 18150.7470428571 6807.27394285714 26844.3023142857 36519.6759428571 40839.6767142857 90218.1979285714 80552.7416571429 371968.330885714 279318.396985714 292716.746485714 302279.062242857 320943.528385714 321044.685428571 402368.997471429 36007.4972960566 75071.7887567218 188804.661814286 188804.661814286 191781.852428571 17248.2675428571 310796.088557143 310074.104957143 323658.900771429 332830.472657143 804841.135457143 837871.885157143 924137.024528571 978932.406214286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112326.970128646 361399.928772152 730939.502681218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
24 1 13 1980 1998000 227340 3527770.54731429 0 88533457.1318571 73192963.8139714 76551776.3145857 76551776.3145857 33796330.002 227340 450400 1920738.19422857 1783040.3992 1858261.50688685 2016841.35188571 2661568.73974286 3921842 4084336.98038259 15754640.1687 1612112.02341429 2129865.09066253 2533248.2024 1612112.02341429 1575600.28135714 1280307.00548571 900295.5 3760000 5056745.3658 4544103.29078571 14957044.802 15280119.0642265 10631073.6339429 9997378.31417143 52155.3812142857 76722.6583285714 105379.853528571 9431.40664285714 40288.2716571429 59293.8948857143 83740.1802428571 23422.8141 8286.94362857143 35159.0145428571 100560.017957143 105814.233771429 174140.857542857 171246.972728571 579155.8059 487592.814342857 502415.296328571 513135.9594 532431.169457143 532353.814071428 623405.07 35771.7520947867 77327.5049839338 256772.277257143 256772.277257143 267108.146871429 46833.7273714286 517717.7784 511840.752557143 560261.257071429 543215.303614286 1238572.78315714 1362065.69777143 1544451.84604286 1714117.99204286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112326.970128646 361399.928772152 730939.502681218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
25 1 20 1980 2312000 227340 3073444.51577143 0 81942956.7814286 72670961.7372857 78952718.8920857 78952718.8920857 30350794.1801143 227340 454600 1880515.37712857 1786531.2888 1853471.61193833 2318198.09991429 2624765.42738571 3921842 4061061.78796908 14311801.5639429 1757083.95012857 2134161.3034468 2511271.4656 1757083.95012857 1660637.65191429 1453368.85457143 900295.5 3740000 4776008.78674286 4155380.57674286 14954902.648 15050728.5120841 10339576.7223857 9627266.51254286 48293.5623428571 69354.0619714286 96093.2403 7049.25745714286 31866.4519714286 45564.3056571429 67937.8633714286 18702.1521 6309.42261428571 29109.4266857143 71480.3433428571 78275.7164571429 109104.812871429 113813.574042857 393250.979314286 302380.219285714 316653.279685714 327223.198928571 342966.011657143 343616.590285714 427983.5475 38226.1626939038 137865.480874896 236733.265414286 236733.265414286 245137.233857143 22978.5165 397818.914014286 403640.402657143 424692.9684 414932.3055 946334.053285714 1005034.89021429 1144812.10525714 1221165.8379 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112326.970128646 361399.928772152 730939.502681218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
26 1 27 1980 2626000 227340 3244501.07524286 0 80198307.2136857 65368656.9622286 68949632.1471429 68949632.1471429 28778355.5522143 227340 458800 1776603.29245714 1790022.1784 1839811.63276124 1591800.28425 1828181.48348571 3921842 3963620.63189844 15937317.8872714 1461809.51723571 2136025.78025964 2489294.7288 1461809.51723571 1419984.05522143 1268030.30907857 900295.5 3720000 5480773.87127143 5038586.68487143 14952760.494 14819721.4307275 10132062.9663214 9486750.45439286 46677.0331285714 64768.2760285714 90694.2310714286 6626.77804285714 33435.3778714286 40530.2551714286 59254.2254571429 14088.5975571429 3877.68664285714 23460.5000571429 37400.3372571429 41863.1479714286 70165.3017857143 63707.1188142857 319085.015657143 255383.847257143 266685.667457143 274010.627442857 284987.158328571 284614.2657 360829.155342857 34607.9720051807 78644.455261738 288880.712742857 288880.712742857 293414.928428571 14108.4322714286 384858.9117 384289.6554 394534.285328571 383645.027185714 791829.562885714 817924.113 930152.893371429 983569.762414286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112326.970128646 361399.928772152 730939.502681218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
27 2 3 1980 2940000 227340 8086666.56801429 0 115499360.129014 96852122.4189857 100344608.993057 100344608.993057 45576250.1220857 227340 463000 2129802.03321429 1793513.068 1844558.26844129 2669357.83204286 2848836.2112 3921842 3954130.5659135 20341423.7976857 2191089.31688571 2142210.25784391 2467317.992 2191089.31688571 2151659.88835714 1728722.29217143 900295.5 3700000 6633224.325 5734330.94134286 14950618.34 14658192.8986636 10958511.0477857 10241839.1842714 46734.5538 67842.6567428571 93262.8265714286 7769.25758571429 35777.8576285714 47914.7193 71442.6573857143 20398.0201714286 8197.68741428571 31929.9230571429 86876.0485714286 89686.6275857143 125412.914957143 121922.005242857 407036.105742857 420642.719742857 439134.623871429 449295.948 464689.669757143 464302.892828571 469283.389585714 33199.1054384533 64179.2539628326 215008.302857143 215008.302857143 220012.601271429 32515.0471285714 377077.753285714 377327.670685714 404027.179585714 389444.697642857 887476.522114286 938661.9858 1031960.51485714 1128222.35022857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112326.970128646 361399.928772152 730939.502681218 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
28 2 10 1980 2975000 227340 2840114.88732857 0 95685220.3924286 78153550.4849143 82446841.8300857 82446841.8300857 37998810.0912857 227340 467500 2379697.61502857 1801198.9755 1838754.81959278 1794924.61804286 2266276.76832857 3921842 3921900 19132718.1273 1592441.93725714 2146032.42095675 2447830.4975 1592441.93725714 1554678.62472857 1212896.74551429 900295.5 3675000 6863168.16771429 5962840.73421429 14944866.2625 14495938.4160569 13026631.0865143 12285100.3755857 46008.6032571429 69387.7809857143 91638.3634714286 6289.5879 36394.7172428571 48723.9756428571 78763.6504285714 16994.3832 5835.37294285714 30210.2533285714 70204.9712142857 73116.7072714286 98876.0507142857 100635.389871429 384295.605814286 398772.963771429 417272.801785714 427094.9523 440019.252128571 440110.491814286 462870.826457143 31931.8486062274 58921.5434167581 277933.933928571 277933.933928571 282769.637271429 21964.9626 406460.899028571 407095.609885714 425520.075985714 415031.479071429 925686.115714286 964455.048257143 1040231.59071429 1113140.03348571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124129.484618586 386632.853589226 844487.456919364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
29 2 17 1980 3010000 227340 4329860.6079 0 99527904.7149857 93139286.0535 97167720.4918714 97167720.4918714 21928236.6430286 227340 472000 1993170.60385714 1808884.883 1879471.70962997 3268189.67451429 3230557.2711 3921842 3921900 8883553.98304286 2462334.98515714 2152062.18776959 2428343.003 2462334.98515714 2358046.04091429 2386042.74012857 900295.5 3650000 5622877.6983 5372801.62058571 14939114.185 14330881.2883215 10780901.0987143 10501505.3463429 43205.9581285714 66182.4911571429 86273.0732571429 6650.5797 37047.2793428571 49217.8600285714 85755.3872142857 19888.2680142857 8042.97664285714 31537.1957142857 77369.2700142857 79719.6836571429 119591.426314286 119276.054357143 479821.573285714 493233.807085714 511961.744314286 520203.0681 532171.3347 531592.161042857 508681.082571429 31844.6511131849 58533.1297681917 257224.508742857 257224.508742857 285316.414585714 68485.3014857143 575537.954014286 563984.232942857 608132.34 603397.7937 1104135.0732 1181982.35982857 1257384.02618571 1348984.7037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124129.484618586 386632.853589226 844487.456919364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
30 2 24 1980 3045000 227340 4595814.3744 0 91406057.3142429 79899661.8711 83762986.1973429 83762986.1973429 31529448.2748857 227340 476500 1670154.34782857 1816570.7905 1926289.75778145 2502149.20714286 2757223.63285714 3921842 3921900 11949556.5140143 1845749.08992857 2159758.07058243 2408855.5085 1845749.08992857 1785580.48414286 1573390.69418571 900295.5 3625000 4471472.53401429 4169421.57098571 14933362.1075 14166403.3342434 9088365.25928571 8777620.74098571 43785.1317857143 67235.7144857143 87423.4866857143 7467.76992857143 41462.4867428571 51369.9265285714 105865.804028571 22803.9710142857 9709.09264285714 34680.9979285714 86919.6849428571 89771.9168571428 161990.111571429 155079.697114286 579969.029185714 594612.998742857 616302.258814286 626124.409328571 649787.223471429 647829.537171429 602293.000114286 36660.2757578319 156227.130211997 291849.969471429 291849.969471429 316694.932585714 74586.4596 631910.195485714 632860.2783 664312.184742857 646933.008085714 1295192.95855714 1402320.25041429 1495051.50664286 1729977.82958571 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124129.484618586 386632.853589226 844487.456919364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
31 3 2 1980 3080000 227340 4299541.26364286 0 83724834.1244143 76074253.5846857 81081967.5367714 81081967.5367714 24327445.6665 227340 481000 1638672.68931429 1824256.698 1980954.41890436 1862678.01857143 1921983.81428571 3921842 3921900 10349071.6001143 1764843.29035714 2169344.2016667 2389368.014 1764843.29035714 1692831.37667143 1600110.0378 900295.5 3600000 4533346.92522857 4166952.14905714 14927610.03 14001871.8264366 9278754.71477143 8770527.84715714 43731.5780571429 66406.6234285714 86400.0154285714 7209.91864285714 41801.6603571429 63703.1518714286 125139.1959 27002.9800285714 11599.3409142857 43537.1978571429 115479.690042857 120253.905771429 190335.901757143 204204.333985714 651471.190714286 690587.230757143 711481.118785714 729084.427714286 763775.343 765070.549842857 724744.592228571 35400.3244139116 90086.434187099 263115.418885714 263115.418885714 285893.604771429 82433.0725714286 642277.800642857 644580.610971429 676232.848028571 665422.928742857 1588052.51498571 1686728.23508571 1800672.71824286 2004936.55637143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 124129.484618586 386632.853589226 844487.456919364 0 0 0 0 0 0 0 0 0 0 0 0 179.787807985043 0 0 0 0 0
